a_id,user_id,post_id,post_text,annotation_date,result,issue,comments
416,5,1988_base_model_1403,"Additionally, the UN has determined that force feeding prisoners that go on a hunger strike is torture.",2025-12-20 21:52:46.299044,"{'post_id': '1988_base_model_1403', 'comments': '', 'post_text': 'Additionally, the UN has determined that force feeding prisoners that go on a hunger strike is torture.', 'post_issue': 'Is torture ever justified? why or why not?:', 'otherErrorQuestion1': 'other5', 'otherErrorQuestion2': 'other10', 'otherErrorQuestion3': 'other15', 'otherErrorQuestion4': 'other20', 'post_rewritten_part': 'The UN has determined that force-feeding prisoners who are on a hunger strike is a form of torture.', 'post_inappropriate_part': 'Additionally, the UN has determined that force feeding prisoners that go on a hunger strike is torture.'}",Is torture ever justified? why or why not?:,
417,5,1655_v11_only_lm_1295,if it is wrong now it was wrong then.,2025-12-20 21:52:53.741530,"{'post_id': '1655_v11_only_lm_1295', 'comments': '', 'post_text': 'if it is wrong now it was wrong then.', 'post_issue': 'Was it legal when clinton spied on americans?:', 'otherErrorQuestion1': 'other4', 'otherErrorQuestion2': 'other9', 'otherErrorQuestion3': 'other14', 'otherErrorQuestion4': 'other20', 'post_rewritten_part': ""it's wrong now"", 'post_inappropriate_part': 'it was wrong then'}",Was it legal when clinton spied on americans?:,
418,5,1137_50a_50ss_387,"So he created some single-celled organisms billions of years ago, and then said to himself ""I'm going to set this thing called evolution going and see what happens.",2025-12-20 21:53:00.079355,"{'post_id': '1137_50a_50ss_387', 'comments': '', 'post_text': 'So he created some single-celled organisms billions of years ago, and then said to himself ""I\'m going to set this thing called evolution going and see what happens.', 'post_issue': 'Evolution vs creation:', 'otherErrorQuestion1': 'other2', 'otherErrorQuestion2': 'other8', 'otherErrorQuestion3': 'other13', 'otherErrorQuestion4': 'other19', 'post_rewritten_part': 'According to the theory of evolution, humans evolved from a single common ancestor, which makes our common ancestor with Jesus Christ millions of years ago', 'post_inappropriate_part': 'So he created some single-celled organisms billions of years ago, and then said to himself ""I\'m going to set this thing called evolution going and see what happens'}",Evolution vs creation:,
419,5,9_50a_50ss_7,Television is like a drug.,2025-12-20 21:53:07.132845,"{'post_id': '9_50a_50ss_7', 'comments': '', 'post_text': 'Television is like a drug.', 'post_issue': 'Tv is better than books:', 'otherErrorQuestion1': 'other2', 'otherErrorQuestion2': 'other8', 'otherErrorQuestion3': 'other13', 'otherErrorQuestion4': 'other19', 'post_rewritten_part': 'It can be extremely addictive and can destroy the morals of children if they are exposed to inappropriate content', 'post_inappropriate_part': 'Television is like a drug'}",Tv is better than books:,
420,5,1214_v11_only_lm_1011,I think black people have their rights protected.,2025-12-20 21:53:14.093507,"{'post_id': '1214_v11_only_lm_1011', 'comments': '', 'post_text': 'I think black people have their rights protected.', 'post_issue': 'Cmv: i think there is no racial discrimination in the developed countries:', 'otherErrorQuestion1': 'other4', 'otherErrorQuestion2': 'other9', 'otherErrorQuestion3': 'other15', 'otherErrorQuestion4': 'other20', 'post_rewritten_part': 'people of African descent or black individuals', 'post_inappropriate_part': 'black people'}",Cmv: i think there is no racial discrimination in the developed countries:,
421,5,577_v11_only_lm_448,So each has it's pros and con's but I would have to recommend psyche ward over jail.,2025-12-20 21:53:29.768837,"{'post_id': '577_v11_only_lm_448', 'comments': '', 'post_text': ""So each has it's pros and con's but I would have to recommend psyche ward over jail."", 'post_issue': 'What is the worst thing about being in jail?:', 'otherErrorQuestion1': 'other3', 'otherErrorQuestion2': 'other8', 'otherErrorQuestion3': 'other13', 'otherErrorQuestion4': 'other19', 'post_rewritten_part': 'Each has its pros and cons', 'post_inappropriate_part': ""So each has it's pros and con's""}",What is the worst thing about being in jail?:,
426,5,1203_v11_only_lm_988,society says..,2025-12-20 21:54:56.004404,"{'post_id': '1203_v11_only_lm_988', 'comments': '', 'post_text': 'society says..', 'post_issue': 'What do you think of a person with a drug habbit ?:', 'otherErrorQuestion1': 'other3', 'otherErrorQuestion2': 'other8', 'otherErrorQuestion3': 'other14', 'otherErrorQuestion4': 'other19', 'post_rewritten_part': ""Society's views on this issue are often misguided."", 'post_inappropriate_part': 'society says..'}",What do you think of a person with a drug habbit ?:,
430,5,1788_base_model_1297,"there isnt an excuse in the world to kill a fetus, a baby, a child, anyone.",2025-12-20 21:55:32.330799,"{'post_id': '1788_base_model_1297', 'comments': '', 'post_text': 'there isnt an excuse in the world to kill a fetus, a baby, a child, anyone.', 'post_issue': 'Pro choice vs pro life:', 'otherErrorQuestion1': 'other4', 'otherErrorQuestion2': 'other9', 'otherErrorQuestion3': 'other15', 'otherErrorQuestion4': 'other20', 'post_rewritten_part': 'to kill a fetus, a baby, a child, or anyone.', 'post_inappropriate_part': 'an excuse in the world to kill a fetus, a baby, a child, anyone.'}",Pro choice vs pro life:,
434,5,1853_50a_50ss_575,Welfare means having to pay for some fat ass that didn't know any better than to eat at McDonalds every day.,2025-12-20 21:56:01.187316,"{'post_id': '1853_50a_50ss_575', 'comments': '', 'post_text': ""Welfare means having to pay for some fat ass that didn't know any better than to eat at McDonalds every day."", 'post_issue': 'Welfare: best system   stance: no welfare!:', 'otherErrorQuestion1': 'other2', 'otherErrorQuestion2': 'other8', 'otherErrorQuestion3': 'other13', 'otherErrorQuestion4': 'other19', 'post_rewritten_part': 'essential needs that the individual might not have been able to afford if they had to pay out of pocket for them', 'post_inappropriate_part': ""fat ass that didn't know any better than to eat at McDonalds every day""}",Welfare: best system   stance: no welfare!:,
436,5,1788_base_model_1299,"the woman with the baby whoever they are should speak For the baby, and know that the baby would want to live.",2025-12-20 21:56:41.514982,"{'post_id': '1788_base_model_1299', 'comments': '', 'post_text': 'the woman with the baby whoever they are should speak For the baby, and know that the baby would want to live.', 'post_issue': 'Pro choice vs pro life:', 'otherErrorQuestion1': 'other4', 'otherErrorQuestion2': 'other8', 'otherErrorQuestion3': 'other14', 'otherErrorQuestion4': 'other19', 'post_rewritten_part': 'The woman carrying the baby should speak for the baby and know that the baby would want to live.', 'post_inappropriate_part': 'the woman with the baby whoever they are should speak For the baby, and know that the baby would want to live.'}",Pro choice vs pro life:,
439,5,400_v11_only_lm_290,"First of all, the Constitution does NOT guarantee the ""pursuit (or persuit) of happiness"".",2025-12-20 21:57:46.247499,"{'post_id': '400_v11_only_lm_290', 'comments': '', 'post_text': 'First of all, the Constitution does NOT guarantee the ""pursuit (or persuit) of happiness"".', 'post_issue': ""Why does the government have the right to enact 'morals' laws?:"", 'otherErrorQuestion1': 'other5', 'otherErrorQuestion2': 'other10', 'otherErrorQuestion3': 'other15', 'otherErrorQuestion4': 'other20', 'post_rewritten_part': 'pursuit', 'post_inappropriate_part': 'pursuit (or persuit)'}",Why does the government have the right to enact 'morals' laws?:,
440,5,1925_50a_50ss_590,"From a biological standpoint, men and women were ""engineered"" to be together.",2025-12-20 21:57:58.546737,"{'post_id': '1925_50a_50ss_590', 'comments': '', 'post_text': 'From a biological standpoint, men and women were ""engineered"" to be together.', 'post_issue': 'Gay marriage right or wrong:', 'otherErrorQuestion1': 'other4', 'otherErrorQuestion2': 'other10', 'otherErrorQuestion3': 'other15', 'otherErrorQuestion4': 'other20', 'post_rewritten_part': 'designed', 'post_inappropriate_part': '""engineered"" t'}",Gay marriage right or wrong:,
454,5,1977_50a_50ss_608,i dont think that is a loss of money.,2025-12-20 22:03:02.365242,"{'post_id': '1977_50a_50ss_608', 'comments': '', 'post_text': 'i dont think that is a loss of money.', 'post_issue': 'Will cigarettes finally become illegal?:', 'otherErrorQuestion1': 'other4', 'otherErrorQuestion2': 'other9', 'otherErrorQuestion3': 'other15', 'otherErrorQuestion4': 'other20', 'post_rewritten_part': ""I don't think that it being illegal would be"", 'post_inappropriate_part': 'i dont think that is'}",Will cigarettes finally become illegal?:,
423,5,2136_v11_only_lm_1601,Me and my brother were the only white kids in the projects...,2025-12-20 21:54:03.398685,"{'post_id': '2136_v11_only_lm_1601', 'comments': '', 'post_text': 'Me and my brother were the only white kids in the projects...', 'post_issue': 'Should black slavery + prejudice reparations be repaid in the form of better schools and money for college?:', 'otherErrorQuestion1': 'other5', 'otherErrorQuestion2': 'other10', 'otherErrorQuestion3': 'other15', 'otherErrorQuestion4': 'other20', 'post_rewritten_part': 'My brother and I', 'post_inappropriate_part': 'Me and my brother'}",Should black slavery + prejudice reparations be repaid in the form of better schools and money for college?:,
424,5,762_base_model_547,F**k zoos.,2025-12-20 21:54:09.226840,"{'post_id': '762_base_model_547', 'comments': '', 'post_text': 'F**k zoos.', 'post_issue': ""Should zoo's be made illegal?   stance: yes:"", 'otherErrorQuestion1': 'other4', 'otherErrorQuestion2': 'other10', 'otherErrorQuestion3': 'other15', 'otherErrorQuestion4': 'other20', 'post_rewritten_part': 'I strongly dislike zoos', 'post_inappropriate_part': 'F**k zoos'}",Should zoo's be made illegal?   stance: yes:,
425,5,0_base_model_1,students should wear what they like and feel free about their clothes,2025-12-20 21:54:17.718831,"{'post_id': '0_base_model_1', 'comments': '', 'post_text': 'students should wear what they like and feel free about their clothes', 'post_issue': 'Is the school uniform a good or bad idea:', 'otherErrorQuestion1': 'other4', 'otherErrorQuestion2': 'other9', 'otherErrorQuestion3': 'other14', 'otherErrorQuestion4': 'other20', 'post_rewritten_part': 'Students should be allowed to wear what they like', 'post_inappropriate_part': 'students should wear what they like'}",Is the school uniform a good or bad idea:,
427,5,593_50a_50ss_187,When the fingerstache meme first became popular I was mortified because the moustache is now a symbol of barbarism and brutality towards man.,2025-12-20 21:55:03.176661,"{'post_id': '593_50a_50ss_187', 'comments': '', 'post_text': 'When the fingerstache meme first became popular I was mortified because the moustache is now a symbol of barbarism and brutality towards man.', 'post_issue': 'Cmv: the moustache, facial hair in general, has become the embodiment of evil and the harbinger of bad times.:', 'otherErrorQuestion1': 'other2', 'otherErrorQuestion2': 'other8', 'otherErrorQuestion3': 'other13', 'otherErrorQuestion4': 'other19', 'post_rewritten_part': 'as it added to the general negative perception', 'post_inappropriate_part': 'because the moustache is now a symbol of barbarism and brutality towards man'}","Cmv: the moustache, facial hair in general, has become the embodiment of evil and the harbinger of bad times.:",
428,5,1262_base_model_982,"So if it goes on so then it is difficult or even impossible to say that ""INDIA WILL LEAD THE WORLD WHEN IT CANNOT LEAD ITSELF!!""",2025-12-20 21:55:09.200822,"{'post_id': '1262_base_model_982', 'comments': '', 'post_text': 'So if it goes on so then it is difficult or even impossible to say that ""INDIA WILL LEAD THE WORLD WHEN IT CANNOT LEAD ITSELF!!""', 'post_issue': 'India has the potential to lead the world:', 'otherErrorQuestion1': 'other2', 'otherErrorQuestion2': 'other7', 'otherErrorQuestion3': 'other13', 'otherErrorQuestion4': 'other18', 'post_rewritten_part': 'Therefore, it is unlikely that India will lead the world.', 'post_inappropriate_part': 'So if it goes on so then it is difficult or even impossible to say that ""INDIA WILL LEAD THE WORLD WHEN IT CANNOT LEAD ITSELF!!""'}",India has the potential to lead the world:,
